Year,Facility_Id,Facility_Name,APR_DRG_Code,APR_Severity_of_Illness_Code,APR_DRG_Description,APR_Severity_of_Illness_Description,APR_Medical_Surgical_Code,APR_Medical_Surgical_Description,Discharges,Mean_Charge,Median_Charge,Mean_Cost,Median_Cost
2013,116,Arnot Ogden Medical Center,661,1,Coagulation & Platelet Disorders,Minor,M,Medical,1,5380.62,5380.62,1877.61,1877.61
2013,116,Arnot Ogden Medical Center,661,2,Coagulation & Platelet Disorders,Moderate,M,Medical,4,19847.98,20387.39,7465.2,7566.43
2013,116,Arnot Ogden Medical Center,661,3,Coagulation & Platelet Disorders,Major,M,Medical,1,47479.24,47479.24,16850.99,16850.99
2013,116,Arnot Ogden Medical Center,662,1,Sickle Cell Anemia Crisis,Minor,M,Medical,1,6749.1,6749.1,4080.33,4080.33
2013,116,Arnot Ogden Medical Center,663,1,Other Anemia & Disorders Of Blood & Blood-Forming Organs,Minor,M,Medical,13,8120.25,7126.58,3339.16,2877.11
2013,116,Arnot Ogden Medical Center,663,2,Other Anemia & Disorders Of Blood & Blood-Forming Organs,Moderate,M,Medical,29,15496.18,13628.14,5433.02,4630.54
2013,116,Arnot Ogden Medical Center,663,3,Other Anemia & Disorders Of Blood & Blood-Forming Organs,Major,M,Medical,8,19941.12,21453.77,7374.41,7720.15
2013,116,Arnot Ogden Medical Center,663,4,Other Anemia & Disorders Of Blood & Blood-Forming Organs,Extreme,M,Medical,1,20833.85,20833.85,6426.1,6426.1
2013,116,Arnot Ogden Medical Center,681,3,Other O.R. Procedures For Lymphatic/Hematopoietic/Other Neoplasms,Major,P,Surgical,2,53000.32,53000.32,18153.17,18153.17
2013,116,Arnot Ogden Medical Center,690,3,Acute Leukemia,Major,M,Medical,1,5782.53,5782.53,2146,2146
2013,116,Arnot Ogden Medical Center,690,4,Acute Leukemia,Extreme,M,Medical,2,46279.17,46279.17,15366.55,15366.55
2013,116,Arnot Ogden Medical Center,691,2,"Lymphoma, Myeloma & Non-Acute Leukemia",Moderate,M,Medical,1,24517.46,24517.46,7613.6,7613.6
2013,116,Arnot Ogden Medical Center,691,3,"Lymphoma, Myeloma & Non-Acute Leukemia",Major,M,Medical,4,48875.69,52832.79,17702.79,18820.97
2013,116,Arnot Ogden Medical Center,693,1,Chemotherapy,Minor,M,Medical,1,9944.66,9944.66,4206.45,4206.45
2013,116,Arnot Ogden Medical Center,693,2,Chemotherapy,Moderate,M,Medical,1,15977.07,15977.07,5765.37,5765.37
2013,116,Arnot Ogden Medical Center,694,2,Lymphatic & Other Malignancies & Neoplasms Of Uncertain Behavior,Moderate,M,Medical,1,23410.34,23410.34,9912.62,9912.62
2013,116,Arnot Ogden Medical Center,694,3,Lymphatic & Other Malignancies & Neoplasms Of Uncertain Behavior,Major,M,Medical,2,42602.89,42602.89,17826.1,17826.1
2013,116,Arnot Ogden Medical Center,694,4,Lymphatic & Other Malignancies & Neoplasms Of Uncertain Behavior,Extreme,M,Medical,2,38619.34,38619.34,14439.09,14439.09
2013,116,Arnot Ogden Medical Center,710,2,Infectious & Parasitic Diseases Including Hiv W O.R. Procedure,Moderate,P,Surgical,3,29982.24,30700.88,10442.82,10312.25
2013,116,Arnot Ogden Medical Center,710,3,Infectious & Parasitic Diseases Including Hiv W O.R. Procedure,Major,P,Surgical,12,45936.5,41305.98,16781.64,15239.39
2013,116,Arnot Ogden Medical Center,710,4,Infectious & Parasitic Diseases Including Hiv W O.R. Procedure,Extreme,P,Surgical,10,97083.7,65727.41,32672.89,24822.5
2013,116,Arnot Ogden Medical Center,711,1,"Post-Op, Post-Trauma, Other Device Infections W O.R. Procedure",Minor,P,Surgical,5,20077.83,20078.87,6772.22,5693.24
2013,116,Arnot Ogden Medical Center,711,2,"Post-Op, Post-Trauma, Other Device Infections W O.R. Procedure",Moderate,P,Surgical,7,18568.67,17176.39,7536.1,5927.74
2013,116,Arnot Ogden Medical Center,711,3,"Post-Op, Post-Trauma, Other Device Infections W O.R. Procedure",Major,P,Surgical,2,21333.36,21333.36,6510.16,6510.16
2013,116,Arnot Ogden Medical Center,711,4,"Post-Op, Post-Trauma, Other Device Infections W O.R. Procedure",Extreme,P,Surgical,1,110244.32,110244.32,32691.37,32691.37
2013,116,Arnot Ogden Medical Center,720,1,Septicemia & Disseminated Infections,Minor,M,Medical,5,9992.4,10653.24,3575.42,3142.99
2013,116,Arnot Ogden Medical Center,720,2,Septicemia & Disseminated Infections,Moderate,M,Medical,80,14851.48,13855.18,5671.4,5277.61
2013,116,Arnot Ogden Medical Center,720,3,Septicemia & Disseminated Infections,Major,M,Medical,114,23884.63,22406.46,8745.92,8259.71
2013,116,Arnot Ogden Medical Center,720,4,Septicemia & Disseminated Infections,Extreme,M,Medical,101,41811.5,32160.93,14254.02,10649.12
2013,116,Arnot Ogden Medical Center,721,1,"Post-Operative, Post-Traumatic, Other Device Infections",Minor,M,Medical,5,8956.27,7012.11,3598.13,3539.45
2013,116,Arnot Ogden Medical Center,721,2,"Post-Operative, Post-Traumatic, Other Device Infections",Moderate,M,Medical,24,12276.3,11052.06,4642.04,4610.35
2013,116,Arnot Ogden Medical Center,721,3,"Post-Operative, Post-Traumatic, Other Device Infections",Major,M,Medical,21,19342.7,17039.21,7089.02,5244.51
2013,116,Arnot Ogden Medical Center,721,4,"Post-Operative, Post-Traumatic, Other Device Infections",Extreme,M,Medical,11,49146.52,41582,18000.44,14456.19
2013,116,Arnot Ogden Medical Center,722,1,Fever,Minor,M,Medical,8,5953.73,4547.91,2354.35,2160.88
2013,116,Arnot Ogden Medical Center,722,2,Fever,Moderate,M,Medical,12,7429.52,7057.63,3181.91,2946.29
2013,116,Arnot Ogden Medical Center,722,3,Fever,Major,M,Medical,1,7244.26,7244.26,3047.84,3047.84
2013,116,Arnot Ogden Medical Center,723,1,Viral Illness,Minor,M,Medical,5,6698.74,5657.36,2240.03,1709.49
2013,116,Arnot Ogden Medical Center,723,2,Viral Illness,Moderate,M,Medical,5,9827.25,8611.28,4478.81,4903.2
2013,116,Arnot Ogden Medical Center,723,3,Viral Illness,Major,M,Medical,3,6443.99,8500.82,3312.44,2985.78
2013,116,Arnot Ogden Medical Center,724,1,Other Infectious & Parasitic Diseases,Minor,M,Medical,4,5938.53,6388.3,2280.66,2004.91
2013,116,Arnot Ogden Medical Center,724,2,Other Infectious & Parasitic Diseases,Moderate,M,Medical,4,19375.47,19077.85,7654.83,7044.23
2013,116,Arnot Ogden Medical Center,724,3,Other Infectious & Parasitic Diseases,Major,M,Medical,4,13941.34,12380.4,4592.01,4093.44
2013,116,Arnot Ogden Medical Center,724,4,Other Infectious & Parasitic Diseases,Extreme,M,Medical,1,37103.38,37103.38,13096.63,13096.63
2013,116,Arnot Ogden Medical Center,750,2,Schizophrenia,Moderate,M,Medical,2,24230.73,24230.73,10544.53,10544.53
2013,116,Arnot Ogden Medical Center,750,3,Schizophrenia,Major,M,Medical,1,19384.58,19384.58,6970.56,6970.56
2013,116,Arnot Ogden Medical Center,751,2,Major Depressive Disorders & Other/Unspecified Psychoses,Moderate,M,Medical,2,14526.59,14526.59,4304.52,4304.52
2013,116,Arnot Ogden Medical Center,756,1,Acute Anxiety & Delirium States,Minor,M,Medical,2,8322.59,8322.59,2319.76,2319.76
2013,116,Arnot Ogden Medical Center,756,2,Acute Anxiety & Delirium States,Moderate,M,Medical,2,11671.12,11671.12,3590.2,3590.2
2013,116,Arnot Ogden Medical Center,756,3,Acute Anxiety & Delirium States,Major,M,Medical,3,15114.83,18223.5,6122.33,8170.86
2013,116,Arnot Ogden Medical Center,757,1,Organic Mental Health Disturbances,Minor,M,Medical,3,8635.73,6638.96,2820.86,1764.14
2013,116,Arnot Ogden Medical Center,757,2,Organic Mental Health Disturbances,Moderate,M,Medical,6,16816.82,17070.27,7327.31,5838.77
2013,116,Arnot Ogden Medical Center,757,3,Organic Mental Health Disturbances,Major,M,Medical,2,24052.01,24052.01,11586.4,11586.4
2013,116,Arnot Ogden Medical Center,759,3,Eating Disorders,Major,M,Medical,1,12316.82,12316.82,3941.06,3941.06
2013,116,Arnot Ogden Medical Center,770,2,"Drug & Alcohol Abuse Or Dependence, Left Against Medical Advice",Moderate,M,Medical,2,15913.51,15913.51,4433.08,4433.08
2013,116,Arnot Ogden Medical Center,773,2,Opioid Abuse & Dependence,Moderate,M,Medical,1,13180.23,13180.23,3193.52,3193.52
2013,116,Arnot Ogden Medical Center,773,4,Opioid Abuse & Dependence,Extreme,M,Medical,2,51185.86,51185.86,17986.55,17986.55
2013,116,Arnot Ogden Medical Center,775,1,Alcohol Abuse & Dependence,Minor,M,Medical,1,5428.86,5428.86,1537.87,1537.87
2013,116,Arnot Ogden Medical Center,775,2,Alcohol Abuse & Dependence,Moderate,M,Medical,14,15259.69,10449.32,4670.65,2631.06
2013,116,Arnot Ogden Medical Center,775,3,Alcohol Abuse & Dependence,Major,M,Medical,2,21537.86,21537.86,5439.06,5439.06
2013,116,Arnot Ogden Medical Center,776,2,Other Drug Abuse & Dependence,Moderate,M,Medical,5,10754.74,10551.62,4539.89,3920.22
2013,116,Arnot Ogden Medical Center,776,3,Other Drug Abuse & Dependence,Major,M,Medical,1,5770.38,5770.38,2415.83,2415.83
2013,116,Arnot Ogden Medical Center,791,1,O.R. Procedure For Other Complications Of Treatment,Minor,P,Surgical,3,16838.59,19588.37,5219.84,6855.3
2013,116,Arnot Ogden Medical Center,791,2,O.R. Procedure For Other Complications Of Treatment,Moderate,P,Surgical,3,22789.12,26612.11,7436.54,7474.69
2013,116,Arnot Ogden Medical Center,791,4,O.R. Procedure For Other Complications Of Treatment,Extreme,P,Surgical,1,256714.64,256714.64,98728.28,98728.28
2013,116,Arnot Ogden Medical Center,812,1,Poisoning Of Medicinal Agents,Minor,M,Medical,7,5445.27,5542.47,1726.87,1667.04
2013,116,Arnot Ogden Medical Center,812,2,Poisoning Of Medicinal Agents,Moderate,M,Medical,24,8153.71,6890.37,2529.76,1910.58
2013,116,Arnot Ogden Medical Center,812,3,Poisoning Of Medicinal Agents,Major,M,Medical,11,20580.96,20200.55,6218.27,5655.25
2013,116,Arnot Ogden Medical Center,812,4,Poisoning Of Medicinal Agents,Extreme,M,Medical,8,30804.42,24146.17,9861.4,7877.27
2013,116,Arnot Ogden Medical Center,813,1,Other Complications Of Treatment,Minor,M,Medical,5,11424.58,14026.03,4346.79,5921.31
2013,116,Arnot Ogden Medical Center,813,2,Other Complications Of Treatment,Moderate,M,Medical,10,11006.65,11151.03,4045.95,3551.92
2013,116,Arnot Ogden Medical Center,813,3,Other Complications Of Treatment,Major,M,Medical,2,15351.2,15351.2,4627.15,4627.15
2013,116,Arnot Ogden Medical Center,813,4,Other Complications Of Treatment,Extreme,M,Medical,1,49932.21,49932.21,21822.84,21822.84
2013,116,Arnot Ogden Medical Center,815,3,"Other Injury, Poisoning & Toxic Effect Diagnoses",Major,M,Medical,2,21557.46,21557.46,5890.04,5890.04
2013,116,Arnot Ogden Medical Center,816,1,Toxic Effects Of Non-Medicinal Substances,Minor,M,Medical,2,6843.06,6843.06,2158.09,2158.09
2013,116,Arnot Ogden Medical Center,816,2,Toxic Effects Of Non-Medicinal Substances,Moderate,M,Medical,1,11482.74,11482.74,3787.29,3787.29
2013,116,Arnot Ogden Medical Center,816,3,Toxic Effects Of Non-Medicinal Substances,Major,M,Medical,5,18758.54,16102.87,5685.06,6259.34
2013,116,Arnot Ogden Medical Center,816,4,Toxic Effects Of Non-Medicinal Substances,Extreme,M,Medical,2,12414.13,12414.13,3459.11,3459.11
2013,116,Arnot Ogden Medical Center,850,1,"Procedure W Diag Of Rehab, Aftercare Or Oth Contact W Health Service",Minor,P,Surgical,2,16248.61,16248.61,6785.04,6785.04
2013,116,Arnot Ogden Medical Center,850,2,"Procedure W Diag Of Rehab, Aftercare Or Oth Contact W Health Service",Moderate,P,Surgical,2,17765.89,17765.89,6766.73,6766.73
2013,116,Arnot Ogden Medical Center,850,3,"Procedure W Diag Of Rehab, Aftercare Or Oth Contact W Health Service",Major,P,Surgical,1,74612.86,74612.86,26189.17,26189.17
2013,116,Arnot Ogden Medical Center,860,1,Rehabilitation,Minor,M,Medical,3,8243.01,4596.61,4133.93,2996.93
2013,116,Arnot Ogden Medical Center,860,2,Rehabilitation,Moderate,M,Medical,5,25849.25,16424.72,9287.73,7895.64
2013,116,Arnot Ogden Medical Center,860,3,Rehabilitation,Major,M,Medical,1,4754.91,4754.91,2030.56,2030.56
2013,116,Arnot Ogden Medical Center,861,1,"Signs, Symptoms & Other Factors Influencing Health Status",Minor,M,Medical,7,11213.15,7987.72,4009.27,2252.61
2013,116,Arnot Ogden Medical Center,861,2,"Signs, Symptoms & Other Factors Influencing Health Status",Moderate,M,Medical,25,10514.19,8836.92,3986.64,3630.32
2013,116,Arnot Ogden Medical Center,861,3,"Signs, Symptoms & Other Factors Influencing Health Status",Major,M,Medical,12,14299.9,13582.39,5343.58,4415.26
2013,116,Arnot Ogden Medical Center,861,4,"Signs, Symptoms & Other Factors Influencing Health Status",Extreme,M,Medical,1,41045.1,41045.1,12961.63,12961.63
2013,116,Arnot Ogden Medical Center,863,2,Neonatal Aftercare,Moderate,M,Medical,3,18762.25,22490.33,8915.8,9958.75
2013,116,Arnot Ogden Medical Center,863,3,Neonatal Aftercare,Major,M,Medical,1,4415.9,4415.9,2313.93,2313.93
2013,116,Arnot Ogden Medical Center,863,4,Neonatal Aftercare,Extreme,M,Medical,1,139722.63,139722.63,55017.43,55017.43
2013,116,Arnot Ogden Medical Center,890,3,HIV W Multiple Major HIV Related Conditions,Major,M,Medical,1,28588.2,28588.2,10518.63,10518.63
2013,116,Arnot Ogden Medical Center,890,4,HIV W Multiple Major HIV Related Conditions,Extreme,M,Medical,2,31502.87,31502.87,10433.17,10433.17
2013,116,Arnot Ogden Medical Center,892,2,HIV W Major HIV Related Condition,Moderate,M,Medical,1,11797.01,11797.01,5542.26,5542.26
2013,116,Arnot Ogden Medical Center,892,3,HIV W Major HIV Related Condition,Major,M,Medical,2,22678.83,22678.83,9185.79,9185.79
2013,116,Arnot Ogden Medical Center,893,2,HIV W Multiple Significant HIV Related Conditions,Moderate,M,Medical,1,20811.8,20811.8,4943.09,4943.09
2013,116,Arnot Ogden Medical Center,894,2,HIV W One Signif HIV Cond Or W/O Signif Related Cond,Moderate,M,Medical,1,8772.59,8772.59,5338.79,5338.79
2013,116,Arnot Ogden Medical Center,911,4,Extensive Abdominal/Thoracic Procedures For Mult Significant Trauma,Extreme,P,Surgical,1,150628.99,150628.99,46449.76,46449.76
2013,116,Arnot Ogden Medical Center,912,4,Musculoskeletal & Other Procedures For Multiple Significant Trauma,Extreme,P,Surgical,2,210549.49,210549.49,75256.54,75256.54
2013,116,Arnot Ogden Medical Center,930,2,Multiple Significant Trauma W/O O.R. Procedure,Moderate,M,Medical,5,28154.85,26240.67,7545.95,7372.1
2013,116,Arnot Ogden Medical Center,930,3,Multiple Significant Trauma W/O O.R. Procedure,Major,M,Medical,2,35763.18,35763.18,11480.99,11480.99
2013,116,Arnot Ogden Medical Center,930,4,Multiple Significant Trauma W/O O.R. Procedure,Extreme,M,Medical,1,44903.72,44903.72,17013.73,17013.73
2013,116,Arnot Ogden Medical Center,950,2,Extensive Procedure Unrelated To Principal Diagnosis,Moderate,P,Surgical,1,16288.68,16288.68,6858.31,6858.31
2013,116,Arnot Ogden Medical Center,950,3,Extensive Procedure Unrelated To Principal Diagnosis,Major,P,Surgical,5,99814.83,112690.98,38208.11,40811.92
2013,116,Arnot Ogden Medical Center,950,4,Extensive Procedure Unrelated To Principal Diagnosis,Extreme,P,Surgical,2,103712.27,103712.27,31778.56,31778.56
2013,116,Arnot Ogden Medical Center,951,1,Moderately Extensive Procedure Unrelated To Principal Diagnosis,Minor,P,Surgical,2,19031.55,19031.55,5619.43,5619.43
2013,116,Arnot Ogden Medical Center,951,2,Moderately Extensive Procedure Unrelated To Principal Diagnosis,Moderate,P,Surgical,8,33903.53,25562.48,10792.81,7648.92
2013,116,Arnot Ogden Medical Center,951,3,Moderately Extensive Procedure Unrelated To Principal Diagnosis,Major,P,Surgical,9,34924.02,28490.8,12207.14,11752.71
2013,116,Arnot Ogden Medical Center,951,4,Moderately Extensive Procedure Unrelated To Principal Diagnosis,Extreme,P,Surgical,4,164160.4,161502.76,63792.05,64908.56
2013,116,Arnot Ogden Medical Center,952,2,Nonextensive Procedure Unrelated To Principal Diagnosis,Moderate,P,Surgical,7,16797,18289.28,5457.57,5302.66
2013,116,Arnot Ogden Medical Center,952,3,Nonextensive Procedure Unrelated To Principal Diagnosis,Major,P,Surgical,9,40356.32,32254.03,15103.97,13749.51
2013,85,Auburn Community Hospital,41,2,Nervous System Malignancy,Moderate,M,Medical,1,26916.19,26916.19,7601.17,7601.17
2013,85,Auburn Community Hospital,41,3,Nervous System Malignancy,Major,M,Medical,1,9827.25,9827.25,3090.87,3090.87
2013,85,Auburn Community Hospital,42,1,Degenerative Nervous System Disorders Exc Mult Sclerosis,Minor,M,Medical,2,18599.88,18599.88,6484.53,6484.53
2013,85,Auburn Community Hospital,42,2,Degenerative Nervous System Disorders Exc Mult Sclerosis,Moderate,M,Medical,6,13117.45,9032.13,4510.8,3096.79
2013,85,Auburn Community Hospital,42,3,Degenerative Nervous System Disorders Exc Mult Sclerosis,Major,M,Medical,3,21954.17,22421.75,7700.48,7986.04
2013,85,Auburn Community Hospital,43,1,Multiple Sclerosis & Other Demyelinating Diseases,Minor,M,Medical,1,12799.99,12799.99,4618.71,4618.71
2013,85,Auburn Community Hospital,43,3,Multiple Sclerosis & Other Demyelinating Diseases,Major,M,Medical,1,13692.81,13692.81,5247.74,5247.74
2013,85,Auburn Community Hospital,44,1,Intracranial Hemorrhage,Minor,M,Medical,1,45216,45216,15205.56,15205.56
2013,85,Auburn Community Hospital,44,2,Intracranial Hemorrhage,Moderate,M,Medical,1,23572,23572,7604.89,7604.89
2013,85,Auburn Community Hospital,44,3,Intracranial Hemorrhage,Major,M,Medical,5,17579.04,16163.25,5304.83,4006.27
2013,85,Auburn Community Hospital,45,1,CVA & Precerebral Occlusion W Infarct,Minor,M,Medical,11,13918.06,12001.75,4042.29,3117.42
2013,85,Auburn Community Hospital,45,2,CVA & Precerebral Occlusion W Infarct,Moderate,M,Medical,25,15402.97,14136.28,4516.07,4280.05
2013,85,Auburn Community Hospital,45,3,CVA & Precerebral Occlusion W Infarct,Major,M,Medical,12,28316.72,21649.69,9151.62,6726.22
2013,85,Auburn Community Hospital,45,4,CVA & Precerebral Occlusion W Infarct,Extreme,M,Medical,2,38172.4,38172.4,12978.46,12978.46
2013,85,Auburn Community Hospital,46,2,Nonspecific CVA & Precerebral Occlusion W/O Infarct,Moderate,M,Medical,2,10484.02,10484.02,2916.45,2916.45
2013,85,Auburn Community Hospital,47,1,Transient Ischemia,Minor,M,Medical,7,8097.79,7176.75,2140.37,1765.68
2013,85,Auburn Community Hospital,47,2,Transient Ischemia,Moderate,M,Medical,30,11788.08,11078.5,3299.45,2646.46
2013,85,Auburn Community Hospital,47,3,Transient Ischemia,Major,M,Medical,6,11172.02,9796.57,3033.37,2485.37
2013,85,Auburn Community Hospital,47,4,Transient Ischemia,Extreme,M,Medical,1,24332.19,24332.19,8126.3,8126.3
2013,85,Auburn Community Hospital,48,1,"Peripheral, Cranial & Autonomic Nerve Disorders",Minor,M,Medical,4,8569.07,7003.44,2603.24,2217.11
2013,85,Auburn Community Hospital,48,2,"Peripheral, Cranial & Autonomic Nerve Disorders",Moderate,M,Medical,5,9372.65,10466.7,2802.44,2913.66
2013,85,Auburn Community Hospital,48,3,"Peripheral, Cranial & Autonomic Nerve Disorders",Major,M,Medical,2,24237.94,24237.94,8054.06,8054.06
2013,85,Auburn Community Hospital,49,3,Bacterial & Tuberculous Infections Of Nervous System,Major,M,Medical,1,69841.1,69841.1,29949.42,29949.42
2013,85,Auburn Community Hospital,50,2,Non-Bacterial Infections Of Nervous System Exc Viral Meningitis,Moderate,M,Medical,1,11216.94,11216.94,3173.85,3173.85
2013,85,Auburn Community Hospital,51,2,Viral Meningitis,Moderate,M,Medical,1,9773.21,9773.21,3183.56,3183.56
2013,85,Auburn Community Hospital,52,2,Nontraumatic Stupor & Coma,Moderate,M,Medical,5,11932.19,12352.84,3402.99,3303.52
2013,85,Auburn Community Hospital,52,3,Nontraumatic Stupor & Coma,Major,M,Medical,12,20990.86,15861.63,6332.29,4928.28
2013,85,Auburn Community Hospital,52,4,Nontraumatic Stupor & Coma,Extreme,M,Medical,1,49275.88,49275.88,15611.95,15611.95
2013,85,Auburn Community Hospital,53,1,Seizure,Minor,M,Medical,6,7342.92,5407.13,2030.52,1462.1
2013,85,Auburn Community Hospital,53,2,Seizure,Moderate,M,Medical,17,9257.76,8487.48,2577.73,2333.87
2013,85,Auburn Community Hospital,53,3,Seizure,Major,M,Medical,9,16214.98,14204.19,5218.16,4837.46
2013,85,Auburn Community Hospital,54,1,Migraine & Other Headaches,Minor,M,Medical,4,8656.95,8746.55,2422.71,2316.9
2013,85,Auburn Community Hospital,54,2,Migraine & Other Headaches,Moderate,M,Medical,2,11953.19,11953.19,2788.5,2788.5
2013,85,Auburn Community Hospital,54,3,Migraine & Other Headaches,Major,M,Medical,1,26950.46,26950.46,7269.86,7269.86
2013,85,Auburn Community Hospital,55,1,Head Trauma W Coma >1 Hr Or Hemorrhage,Minor,M,Medical,2,10232.38,10232.38,2818.48,2818.48
2013,85,Auburn Community Hospital,57,1,"Concussion, Closed Skull Fx Nos,Uncomplicated Intracranial Injury, Coma < 1 Hr Or No Coma",Minor,M,Medical,1,10787,10787,2980.92,2980.92
2013,85,Auburn Community Hospital,58,1,Other Disorders Of Nervous System,Minor,M,Medical,1,7704.5,7704.5,1979.93,1979.93
2013,85,Auburn Community Hospital,58,2,Other Disorders Of Nervous System,Moderate,M,Medical,1,10820.25,10820.25,3167.63,3167.63
2013,85,Auburn Community Hospital,58,3,Other Disorders Of Nervous System,Major,M,Medical,1,13335.75,13335.75,4131.1,4131.1
2013,85,Auburn Community Hospital,80,1,Acute Major Eye Infections,Minor,M,Medical,1,10366.21,10366.21,3184.73,3184.73
2013,85,Auburn Community Hospital,80,2,Acute Major Eye Infections,Moderate,M,Medical,1,16966.69,16966.69,6345.95,6345.95
2013,85,Auburn Community Hospital,82,2,Eye Disorders Except Major Infections,Moderate,M,Medical,3,8699.41,8620.22,2107.97,1429.84
2013,85,Auburn Community Hospital,82,3,Eye Disorders Except Major Infections,Major,M,Medical,1,3978.93,3978.93,1290.74,1290.74
2013,85,Auburn Community Hospital,110,3,"Ear, Nose, Mouth, Throat, Cranial/Facial Malignancies",Major,M,Medical,1,9683,9683,3429.81,3429.81
2013,85,Auburn Community Hospital,111,1,Vertigo & Other Labyrinth Disorders,Minor,M,Medical,4,10863.13,10088.13,3294.71,3017.14
2013,85,Auburn Community Hospital,111,2,Vertigo & Other Labyrinth Disorders,Moderate,M,Medical,7,13206.88,11108.85,3916.25,2926.98
2013,85,Auburn Community Hospital,113,1,Infections Of Upper Respiratory Tract,Minor,M,Medical,2,3816.65,3816.65,1486.3,1486.3
2013,85,Auburn Community Hospital,113,2,Infections Of Upper Respiratory Tract,Moderate,M,Medical,4,11390.4,10553.88,3142.74,2978.1
2013,85,Auburn Community Hospital,113,3,Infections Of Upper Respiratory Tract,Major,M,Medical,4,30484.71,32327.3,11122.18,12556.16
2013,85,Auburn Community Hospital,115,1,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",Minor,M,Medical,1,7960.41,7960.41,2281.15,2281.15
2013,85,Auburn Community Hospital,115,2,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",Moderate,M,Medical,2,13700.35,13700.35,3882.59,3882.59
2013,85,Auburn Community Hospital,115,3,"Other Ear, Nose, Mouth,Throat & Cranial/Facial Diagnoses",Major,M,Medical,2,22048.19,22048.19,7210.99,7210.99
2013,85,Auburn Community Hospital,130,2,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Moderate,M,Medical,2,35286.93,35286.93,13438.77,13438.77
2013,85,Auburn Community Hospital,130,3,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Major,M,Medical,4,52428.74,43457.83,20401.43,16644.76
2013,85,Auburn Community Hospital,130,4,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Extreme,M,Medical,4,93062.4,71327.94,35640.53,26672.77
2013,85,Auburn Community Hospital,133,2,Pulmonary Edema & Respiratory Failure,Moderate,M,Medical,15,18669.81,15403.84,6957.22,6427.62
2013,85,Auburn Community Hospital,133,3,Pulmonary Edema & Respiratory Failure,Major,M,Medical,18,18338.79,14337.33,6733.61,5306.33
2013,85,Auburn Community Hospital,133,4,Pulmonary Edema & Respiratory Failure,Extreme,M,Medical,11,21768.69,21232.32,8287.39,7718.97
2013,85,Auburn Community Hospital,134,1,Pulmonary Embolism,Minor,M,Medical,5,8768.31,8048.12,2373.73,2075.38
2013,85,Auburn Community Hospital,134,2,Pulmonary Embolism,Moderate,M,Medical,6,12951.43,11281.04,3679.21,3231.97
2013,85,Auburn Community Hospital,134,3,Pulmonary Embolism,Major,M,Medical,4,18370.64,17364.97,5624.53,5249.9
2013,85,Auburn Community Hospital,135,1,Major Chest & Respiratory Trauma,Minor,M,Medical,1,22464.92,22464.92,6571.36,6571.36
2013,85,Auburn Community Hospital,135,2,Major Chest & Respiratory Trauma,Moderate,M,Medical,3,17126.27,12379.5,5213.29,3949.25
2013,85,Auburn Community Hospital,135,4,Major Chest & Respiratory Trauma,Extreme,M,Medical,1,15702.5,15702.5,3372.18,3372.18
2013,85,Auburn Community Hospital,136,1,Respiratory Malignancy,Minor,M,Medical,1,29997.02,29997.02,9899.81,9899.81
2013,85,Auburn Community Hospital,136,2,Respiratory Malignancy,Moderate,M,Medical,1,17856.63,17856.63,5509.64,5509.64
2013,85,Auburn Community Hospital,136,3,Respiratory Malignancy,Major,M,Medical,6,24678,22638.43,8247.95,7623.11
2013,85,Auburn Community Hospital,137,1,Major Respiratory Infections & Inflammations,Minor,M,Medical,3,13720.8,9347.25,4947.6,2925.46
2013,85,Auburn Community Hospital,137,2,Major Respiratory Infections & Inflammations,Moderate,M,Medical,26,14314.39,11194.91,5081.46,3598.78
2013,85,Auburn Community Hospital,137,3,Major Respiratory Infections & Inflammations,Major,M,Medical,33,20599.76,15375.25,7420.27,5139.25
2013,85,Auburn Community Hospital,137,4,Major Respiratory Infections & Inflammations,Extreme,M,Medical,6,21848.78,15069.91,7820.74,5550.44
2013,85,Auburn Community Hospital,138,1,Bronchiolitis & Rsv Pneumonia,Minor,M,Medical,3,3875.83,4296.5,1481.49,1691.85
2013,85,Auburn Community Hospital,138,2,Bronchiolitis & Rsv Pneumonia,Moderate,M,Medical,2,3336.5,3336.5,1311.81,1311.81
2013,85,Auburn Community Hospital,139,1,Other Pneumonia,Minor,M,Medical,19,7086.24,5440.16,2610.73,1823.52
2013,85,Auburn Community Hospital,139,2,Other Pneumonia,Moderate,M,Medical,109,10913.02,10119,3776.36,3417.65
2013,85,Auburn Community Hospital,139,3,Other Pneumonia,Major,M,Medical,81,18484.46,14317.5,6338.63,5107.14
2013,85,Auburn Community Hospital,139,4,Other Pneumonia,Extreme,M,Medical,20,30164.78,29240.32,10233.02,9465.47
2013,85,Auburn Community Hospital,140,1,Chronic Obstructive Pulmonary Disease,Minor,M,Medical,35,9743.64,8547.15,3723.36,3167.8
2013,85,Auburn Community Hospital,140,2,Chronic Obstructive Pulmonary Disease,Moderate,M,Medical,100,11517.03,10230.47,4175.43,3715.62
2013,85,Auburn Community Hospital,140,3,Chronic Obstructive Pulmonary Disease,Major,M,Medical,99,13886.51,10247.25,5072.98,3808.53
